"t.depth","t.mm"
179.192,4.9535
179.302,4.4031
179.37,0.55039
179.39,0.82559
180.273,5.5039
180.281,1.1008
180.281,1.1008
180.331,1.5411
180.331,1.1558
180.351,1.1558
180.381,1.1558
180.441,1.9332
180.56,0.82852
180.58,0.82852
180.371,2.488
180.391,1.1058
180.411,1.1058
180.42,0.55288
180.46,0.55288
180.601,1.1058
180.94,0.82932
181.151,1.161
181.171,1.161
181.26,0.8288
181.29,0.55253
181.38,0.55253
181.571,1.3813
181.581,2.4864
182.681,2.3206
182.731,1.0579
182.84,0.79346
182.881,1.8514
183.01,0.79346
183.08,0.79346
183.101,1.3224
183.16,0.52897
183.17,0.52897
183.18,0.79346
183.341,1.3224
183.391,2.1159
184.241,2.3701
184.321,1.5801
185.25,0.79005
185.321,1.0534
185.331,1.3167
185.341,2.1068
185.361,1.8434
185.371,2.6335
185.391,1.3167
185.401,1.5801
185.431,1.4748
185.461,1.1061
185.671,1.0588
185.691,1.3235
185.741,1.0588
186.001,1.3235
186.031,1.0588
186.041,1.5882
186.051,1.0588
186.07,0.52941
186.081,1.5882
186.11,0.79412
186.111,1.8529
186.121,1.3235
186.13,0.79412
186.141,1.0588
186.15,0.79412
186.181,1.3235
186.191,1.3235
186.26,0.79412
186.291,1.5882
186.311,1.8529
186.34,0.79412
186.361,1.3235
186.381,1.3235
186.411,1.0588
186.441,1.0588
186.481,1.3235
186.5,0.52941
186.531,1.3235
186.57,0.79412
186.59,0.79412
186.601,1.0588
186.611,2.3823
186.621,1.0588
186.671,1.0588
186.701,1.8529
186.711,1.5882
186.721,1.0588
186.74,0.79412
186.761,1.5882
186.771,1.0588
186.781,2.1176
186.791,1.0588
186.831,1.5882
186.841,1.3235
186.85,0.79412
186.861,1.5882
186.901,2.3823
186.921,1.4824
186.931,1.1118
186.941,1.1118
186.951,1.1118
186.961,2.2235
187.01,0.74118
187.081,1.4824
187.181,1.1059
187.2,0.82944
187.261,1.1059
187.522,4.7002
187.79,0.82944
187.811,1.1059
187.83,0.82944
187.84,0.55296
187.851,1.3824
187.861,1.3824
187.891,2.4883
187.911,1.3824
188.041,1.1059
188.111,1.3824
188.131,1.1059
188.16,0.55296
188.22,0.27648
188.23,0.55296
188.242,3.0413
188.261,1.1059
188.281,1.1059
188.291,1.1059
188.311,1.1059
188.361,1.5483
188.642,4.4299
189.051,1.6612
189.071,1.6612
189.171,1.1075
189.211,2.7687
189.271,1.1075
189.321,1.6612
189.371,1.3843
189.4,0.8306
189.42,0.55373
189.481,1.6612
189.481,1.6612
189.521,1.1075
189.53,0.55373
189.571,1.3843
189.611,1.6612
189.701,2.7687
189.561,2.2061
189.571,1.103
189.58,0.82728
189.591,1.6546
189.6,0.82728
189.621,1.103
189.641,1.3788
189.651,1.6546
189.66,0.82728
189.671,1.103
189.68,0.55152
189.69,0.82728
189.7,0.82728
189.71,0.82728
189.73,0.82728
189.781,2.2061
189.831,1.6546
189.86,0.82728
189.871,1.103
189.891,1.3788
189.9,0.82728
189.921,2.2061
189.931,1.6546
189.951,1.103
189.97,0.82728
189.981,1.103
189.992,3.0334
189.99,0.82728
189.99,0.82728
190,0.82728
190.02,0.82728
190.031,2.2061
190.042,3.0334
190.051,1.103
190.06,0.55152
190.071,2.4819
190.161,1.103
190.17,0.55152
190.221,1.103
190.221,1.6546
190.231,1.3788
190.251,1.103
190.261,1.103
190.311,2.2061
190.32,0.82728
190.322,3.3091
190.341,1.9303
190.34,0.55152
190.34,0.55152
190.351,1.9303
190.42,0.82728
190.431,1.6546
190.441,1.3788
190.471,1.3788
190.922,3.2863
191.61,0.75837
191.631,1.0112
191.67,0.75837
191.711,1.5167
191.731,1.2639
191.741,2.2751
191.751,1.5167
191.801,1.7695
192.151,1.0617
192.361,1.9333
192.4,0.82858
192.86,0.82858
192.86,0.82858
193.06,0.82858
193.07,0.55238
193.121,2.7619
193.171,1.1048
193.191,1.381
193.2,0.82858
193.281,1.1048
193.4,0.55238
193.41,0.55238
193.422,3.5905
193.431,2.2095
193.521,2.32
193.531,1.16
193.56,0.77334
193.591,2.7067
193.601,1.16
193.661,2.32
193.68,0.77334
193.79,0.27686
194.03,0.55373
194.04,0.83059
194.06,0.27686
194.07,0.55373
194.321,1.6612
194.321,2.2149
194.49,0.83059
194.59,0.83059
194.61,0.27686
194.66,0.83059
195.061,2.3257
195.15,0.77522
195.15,0.38761
195.16,0.38761
195.17,0.77522
195.18,0.77522
195.22,0.83907
195.24,0.27969
195.26,0.27969
195.27,0.55938
195.381,1.3984
195.531,1.6781
195.54,0.55938
197.201,1.1186
197.32,0.83895
197.331,2.2372
197.62,0.83895
197.881,1.9576
197.89,0.5593
197.93,0.5593
198.031,1.9576
198.05,0.39151
198.061,1.1745
198.061,1.1745
198.07,0.78302
198.111,2.3491
198.121,1.566
198.141,1.1745
198.151,1.1745
198.16,0.39151
198.171,1.9576
198.191,2.2372
198.213,5.3134
198.22,0.83896
198.23,0.83896
198.26,0.55931
198.27,0.55931
198.28,0.83896
198.291,1.1186
198.321,1.9576
198.332,3.0762
198.344,8.9489
198.362,3.0762
198.371,2.5169
198.381,1.3983
198.391,2.5169
198.401,2.2372
198.421,1.9576
198.43,0.83896
198.441,1.3983
198.472,3.0762
198.491,1.6779
198.521,1.1186
198.551,2.2372
198.561,2.7965
198.581,2.7965
198.592,3.9151
198.612,3.6355
198.621,1.6779
198.632,3.0762
198.641,1.9576
198.66,0.83896
198.682,3.6355
198.682,3.6355
198.7,0.83896
198.71,0.55931
198.72,0.55931
199.22,0.27965
199.382,3.0762
199.5,0.50567
199.521,1.7698
199.531,1.0113
199.561,2.7812
199.571,2.2755
199.02,0.84371
199.59,0.84371
199.73,0.28124
199.981,1.4062
199.59,0.84371
199.73,0.28124
199.981,1.4062
200.02,0.56247
200.241,1.8248
200.281,1.0427
200.321,1.8248
200.891,1.3034
200.971,1.3034
200.981,1.8248
201.251,1.5641
201.34,0.78204
201.441,1.5641
201.85,0.51923
202.021,1.2981
202.091,1.5577
202.531,1.2981
202.631,2.3365
202.691,2.0769
202.851,1.5577
202.881,2.8558
202.911,1.4538
202.971,2.1808
203.15,0.77798
203.181,1.2966
203.201,2.0746
203.271,1.556
203.35,0.77798
203.361,1.0373
203.411,1.0373
203.43,0.77798
203.57,0.77798
203.661,1.0373
203.721,1.0373
203.751,1.0373
203.831,2.5933
203.88,0.51865
203.88,0.77798
203.93,0.77798
203.961,2.0746
203.971,1.0373
204.041,1.2966
204.16,0.25933
204.18,0.77798
204.21,0.51865
204.32,0.51865
204.33,0.77798
204.391,1.0892
204.59,0.5593
204.64,0.27965
204.75,0.5593
204.75,0.5593
204.76,0.5593
204.951,1.1186
204.98,0.27965
205.001,1.3983
205.01,0.5593
205.02,0.5593
205.03,0.83896
205.03,0.83896
205.071,1.3983
205.08,0.5593
205.11,0.5593
205.121,1.6779
205.13,0.83896
205.15,0.83896
205.15,0.27965
205.17,0.5593
205.17,0.5593
205.19,0.83896
205.2,0.27965
205.2,0.27965
205.231,1.9576
205.251,1.3983
205.25,0.83896
205.29,0.83896
205.29,0.5593
205.31,0.5593
205.33,0.5593
205.341,2.2372
205.35,0.5593
205.37,0.27965
205.39,0.5593
205.4,0.27965
205.41,0.83896
205.43,0.5593
205.44,0.5593
205.49,0.83896
205.521,1.3983
205.562,4.7541
205.581,1.1186
205.602,3.6355
205.633,5.3134
205.64,0.5593
205.67,0.5593
205.703,5.3134
205.71,0.5593
205.71,0.5593
205.721,1.3983
205.72,0.5593
205.751,1.1186
205.751,1.1186
205.76,0.83896
205.76,0.5593
205.77,0.5593
205.8,0.78302
205.81,0.78302
205.82,0.78302
205.835,9.0048
205.851,1.1745
205.87,0.39151
206.011,1.9576
206.071,1.9576
206.09,0.83896
206.201,1.6779
206.221,1.3983
206.23,0.83896
206.241,1.3983
206.26,0.5593
206.29,0.5593
206.3,0.27965
206.31,0.5593
206.32,0.83896
206.33,0.27965
206.361,1.1186
206.38,0.5593
206.39,0.83896
206.402,3.0762
206.42,0.5593
206.43,0.5593
206.452,3.9151
206.471,1.6779
206.49,0.83896
206.501,2.7965
206.52,0.83896
206.53,0.5593
206.54,0.5593
206.54,0.83896
206.55,0.83896
206.56,0.83896
206.57,0.83896
206.57,0.27965
206.57,0.5593
206.57,0.5593
206.58,0.27965
206.59,0.83896
206.6,0.5593
206.601,1.1186
206.611,1.3983
206.621,1.3983
206.64,0.83896
206.65,0.5593
206.661,1.9576
206.69,0.5593
206.701,2.2372
206.7,0.5593
206.71,0.83896
206.71,0.5593
206.722,3.9151
206.731,1.3983
206.73,0.27965
206.741,1.3983
206.74,0.5593
206.761,2.5169
206.76,0.5593
206.77,0.5593
206.78,0.5593
206.791,1.6779
206.79,0.5593
206.8,0.27965
206.812,3.6355
206.82,0.83896
206.841,2.5169
206.852,3.6355
206.88,0.5593
206.922,3.0762
206.951,1.9576
206.99,0.83896
207,0.27965
207,0.5593
207,0.27965
207.011,1.3983
207.022,3.6355
207.03,0.27965
207.03,0.5593
207.03,0.5593
207.04,0.83896
207.051,2.2372
207.051,1.3983
207.061,1.1186
207.071,1.1186
207.09,0.5593
207.09,0.5593
207.11,0.83896
207.111,1.9576
207.141,1.6779
207.141,1.1186
207.151,2.2372
207.161,1.1186
207.201,1.1186
207.22,0.5593
207.242,3.9151
207.282,3.1321
207.291,1.9576
207.313,5.8727
207.33,0.78302
207.351,2.3491
207.36,0.39151
207.37,0.78302
207.381,1.1745
207.38,0.39151
207.39,0.78302
207.401,1.9576
207.401,1.566
207.41,0.78302
207.472,3.9152
207.491,1.3983
207.49,0.83896
207.541,2.2372
207.551,2.2372
207.561,1.3983
207.57,0.83896
207.591,1.3983
207.601,1.3983
207.6,0.83896
207.611,1.6779
207.621,1.3983
207.631,2.2372
207.69,0.55931
207.701,1.3983
207.73,0.83896
207.74,0.55931
207.75,0.55931
207.771,1.6779
207.781,1.1186
207.79,0.55931
207.81,0.83896
207.83,0.83896
207.872,3.3559
207.891,1.6779
207.9,0.83896
207.912,4.4745
207.941,1.3983
207.95,0.83896
207.971,1.3983
207.99,0.83896
208.011,1.3983
208.031,1.1186
208.04,0.83896
208.061,1.1186
208.081,1.6779
208.08,0.83896
208.09,0.55931
208.091,1.1186
208.1,0.83896
208.111,1.6779
208.141,1.6779
208.17,0.83896
208.17,0.55931
208.21,0.83896
208.23,0.27965
208.261,1.6779
208.301,1.9576
208.31,0.55931
208.341,1.1186
208.351,1.9576
209.1,0.73902
209.15,0.24634
209.2,0.73902
209.23,0.98536
209.32,0.73902
209.32,0.49268
209.34,0.98536
209.581,1.3795
209.77,0.98139
209.79,0.73604
209.99,0.49069
210.031,1.4721
210.07,0.24535
210.08,0.24535
210.09,0.98139
210.11,0.24535
210.111,1.4721
210.151,2.4535
210.181,1.2267
210.21,0.49069
210.221,2.4535
210.261,1.4721
210.42,0.49069
210.43,0.49069
210.43,0.49069
210.44,0.73604
210.44,0.73604
210.45,0.98139
210.46,0.49069
210.47,0.73604
210.491,1.2267
210.68,0.98139
210.851,1.4721
210.95,0.73604
211.011,1.0305
211.071,1.3739
211.191,1.555
211.421,1.2958
211.571,1.0366
211.971,1.555
212.161,1.8141
212.201,1.2958
212.271,1.8141
212.3,0.77748
212.34,0.51832
212.35,0.77748
212.861,2.3365
213.311,1.5577
213.311,2.3365
213.431,2.3365
213.45,0.77884
213.56,0.51923
213.571,1.0385
213.811,1.4538
213.961,1.5627
214.061,1.8232
214.121,1.8232
214.121,1.3023
214.132,3.3859
214.351,1.3023
214.541,1.3023
214.631,2.865
214.921,1.3023
215.101,1.8232
215.211,1.0939
215.242,4.011
215.282,3.6463
215.751,1.9628
215.8,0.98139
215.901,2.6988
215.92,0.73604
216.021,1.4721
216.041,1.2267
216.211,1.2267
216.29,0.24535
216.521,1.7174
216.541,1.4721
216.551,1.7174
216.61,0.98139
216.621,2.0609
216.851,1.2267
216.89,0.9814
216.901,1.4721
216.912,4.4163
216.921,1.9628
216.951,1.4721
216.991,1.7174
217.01,0.73605
217.011,1.2267
217.04,0.9814
217.06,0.9814
217.071,1.9628
217.08,0.73605
217.091,1.2267
217.101,1.7174
217.111,1.4721
217.14,0.9814
217.162,3.1895
217.171,1.4721
217.18,0.9814
217.201,1.4721
217.25,0.9814
217.26,0.73605
217.27,0.4907
217.28,0.4907
217.29,0.4907
217.3,0.73605
217.302,3.4349
217.311,1.4721
217.32,0.9814
217.331,1.2267
217.391,2.6988
217.4,0.9814
217.441,2.2081
217.451,1.7174
217.482,3.1895
217.49,0.9814
217.511,2.6988
217.52,0.9814
217.521,2.4535
217.53,0.4907
217.53,0.24535
217.54,0.73605
217.551,1.7174
217.571,2.4535
217.602,3.1895
217.611,1.4721
217.621,1.7174
217.621,1.4721
217.631,2.6988
217.652,4.4163
217.681,2.6988
217.691,2.9442
217.712,4.6616
217.71,0.73605
217.722,4.1709
217.742,4.6616
217.771,1.2267
217.782,4.6616
217.801,2.6988
217.812,3.4349
217.832,3.4349
217.841,1.7174
217.861,1.4721
217.86,0.73605
217.87,0.73605
217.9,0.73605
217.92,0.9814
217.94,0.73605
218.131,1.0385
218.212,3.1154
218.231,1.0385
218.251,1.0385
218.26,0.51923
218.271,1.0385
218.27,0.51923
218.291,1.8173
218.311,1.2981
218.331,2.8558
218.591,2.3365
218.601,1.0385
218.631,1.0385
218.641,1.8173
218.671,1.5577
218.751,2.3365
218.951,2.5961
219.03,0.77884
219.041,2.0769
219.071,1.4538
219.081,2.5442
219.121,1.8173
219.611,2.3365
219.53,0.51923
219.63,0.25961
219.64,0.51923
219.64,0.51923
219.64,0.51923
219.69,0.25961
219.701,2.0769
219.711,1.5577
219.751,1.0385
219.821,1.5577
219.89,0.77884
219.93,0.51923
220.06,0.51923
220.09,0.51923
220.1,0.51923
220.461,1.2981
220.691,2.0769
220.721,1.2981
220.751,1.0385
220.771,1.5577
221.011,1.8173
221.381,2.3365
221.722,3.375
221.731,1.8173
221.811,1.5577
221.881,2.0769
222.481,1.0385
222.671,1.0385
222.791,1.5577
222.811,1.0385
222.861,1.0385
222.971,1.0385
223.28,0.51923
223.29,0.51923
223.3,0.25961
223.32,0.51923
223.35,0.51923
223.35,0.25961
223.401,1.0904
223.421,1.0904
223.43,0.36346
223.43,0.36346
223.441,1.4538
223.451,1.4538
223.46,0.72692
223.491,1.4538
223.521,1.4538
223.531,1.4538
223.54,0.72692
223.551,1.0904
223.901,2.9442
223.97,0.49069
223.99,0.98139
224,0.98139
224.03,0.49069
224.06,0.49069
224.08,0.73604
224.091,2.6988
224.112,3.4349
224.14,0.98139
224.18,0.49069
224.19,0.49069
224.22,0.98139
224.26,0.73604
224.291,1.4721
224.3,0.73604
224.351,2.9442
224.41,0.98139
224.411,1.7174
224.43,0.49069
224.441,1.9628
224.441,1.9628
224.471,2.6988
224.511,2.4535
224.551,1.2267
224.58,0.49069
224.58,0.49069
224.6,0.73604
224.67,0.49069
224.68,0.98139
224.68,0.98139
224.68,0.73604
224.8,0.98139
225.091,1.8519
225.101,1.5874
225.17,0.79368
225.251,1.3228
225.39,0.79368
225.431,1.0582
225.45,0.26456
225.461,1.3228
225.831,1.3228
225.88,0.52912
225.901,1.3228
225.911,1.0582
225.912,3.1747
225.951,1.0582
225.971,1.5874
225.981,2.6456
225.99,0.79368
226.031,1.5874
226.041,1.5874
226.101,1.3228
226.101,1.5874
226.141,1.5874
226.161,1.8519
226.191,1.3228
226.221,2.1165
226.251,1.5874
226.271,1.8519
226.291,1.3228
226.301,2.1165
226.331,1.4815
226.361,2.2223
226.371,1.4815
226.391,1.1111
226.431,1.8519
226.451,2.2223
226.481,1.8519
226.491,1.4815
226.571,1.47
226.581,2.4499
226.621,1.47
226.621,1.7149
226.631,2.4499
226.991,2.2049
227.001,1.7149
227.01,0.97997
227.021,2.2049
227.031,1.47
227.051,1.7149
227.061,2.4499
227.071,1.225
227.08,0.73498
227.091,1.225
227.1,0.48998
227.131,1.47
227.15,0.73498
227.17,0.73498
227.181,1.7149
227.211,1.47
227.23,0.24499
227.241,1.47
227.251,1.47
227.29,0.97997
227.311,2.9399
227.322,4.4099
227.332,3.9199
227.341,2.4499
227.371,1.47
227.391,2.6949
227.402,4.4099
227.411,2.4499
227.43,0.73498
227.48,0.97997
227.49,0.73498
227.51,0.73498
227.521,1.225
227.541,1.9599
227.55,0.73498
227.561,1.7149
227.571,1.225
227.611,2.2049
227.631,1.7149
227.631,1.47
227.641,2.9399
227.65,0.73498
227.661,1.7149
227.671,1.47
227.69,0.97997
227.721,1.225
227.731,2.6949
227.741,2.9399
227.76,0.24499
227.771,1.7149
227.771,1.9599
227.781,2.6949
227.56,0.62737
227.56,0.31369
227.56,0.62737
227.571,1.2547
227.57,0.31369
227.6,0.62737
227.63,0.94106
227.64,0.62737
227.65,0.94106
227.85,0.62737
227.87,0.94106
227.9,0.31369
227.95,0.94106
228,0.62737
228.151,1.5684
228.161,1.2547
228.19,0.31369
228.22,0.31369
228.261,2.1958
228.282,3.1369
228.36,0.62737
228.38,0.94106
228.421,1.5684
228.45,0.94106
228.46,0.62737
228.491,2.1958
228.51,0.94106
228.56,0.87832
228.641,2.635
229.341,2.381
229.351,1.3228
229.361,1.0582
229.371,1.0582
229.391,1.3228
229.481,1.3228
229.481,1.8519
229.49,0.79368
229.491,2.6456
229.511,2.6456
229.52,0.79368
229.531,1.5874
229.531,1.0582
229.581,1.0582
229.611,2.381
229.621,1.8519
229.631,2.381
229.641,1.0582
230.871,1.3511
232.531,1.3456
239.691,1.4649
239.881,1.2207
240.3,0.9766
240.691,1.4649
241.011,2.3927
241.051,1.709
241.062,3.4181
241.111,2.9256
241.181,2.438
241.211,1.219
241.22,0.73139
241.261,1.219
241.29,0.4876
241.3,0.4876
241.31,0.97519
241.32,0.97519
241.33,0.4876
241.34,0.73139
241.35,0.73139
241.36,0.73139
241.38,0.4876
241.401,1.7066
241.42,0.4876
241.43,0.73139
241.44,0.4876
241.451,1.7066
241.461,1.219
241.471,1.219
241.48,0.97519
241.49,0.73139
241.51,0.4876
241.511,1.219
241.521,2.6818
241.53,0.4876
241.55,0.4876
241.56,0.97519
241.58,0.73139
241.591,2.1942
241.61,0.73139
241.62,0.97519
241.62,0.4876
241.64,0.73139
241.66,0.73139
241.681,1.219
241.701,1.219
241.731,1.4628
241.75,0.4876
241.75,0.4876
241.761,1.219
241.761,1.219
241.771,1.4628
241.781,1.7066
241.84,0.97519
241.87,0.4876
241.89,0.73139
241.9,0.97519
241.911,1.219
241.94,0.73139
241.951,1.219
241.96,0.4876
242,0.73139
242.021,1.219
242.041,2.9256
242.04,0.97519
242.051,1.7066
242.061,1.7066
242.071,1.7066
242.07,0.73139
242.08,0.4876
242.092,3.9008
242.131,2.1942
242.14,0.73139
242.15,0.2438
242.18,0.73139
242.23,0.4876
242.24,0.4876
242.27,0.97519
242.281,1.219
242.29,0.73139
242.311,1.7066
242.341,1.024
242.35,0.68263
242.381,1.024
242.391,1.024
242.41,0.34132
242.421,1.3653
242.441,1.3653
242.471,1.3653
242.491,1.3653
242.52,0.68263
242.641,2.4415
242.691,1.709
242.741,1.2207
242.77,0.9766
242.77,0.73245
242.77,0.4883
242.871,2.9298
242.881,1.709
242.91,0.73245
242.941,1.9532
243.172,4.1505
243.221,1.4649
243.26,0.73245
243.28,0.4883
243.3,0.4883
243.391,1.709
243.401,1.4649
243.431,1.2207
243.451,1.9532
243.46,0.73245
243.48,0.73245
243.491,1.2207
243.581,1.4649
243.63,0.4883
243.641,1.4649
243.69,0.4883
243.691,1.709
243.701,1.4649
243.751,1.2207
243.811,1.2207
243.84,0.73245
243.85,0.9766
243.9,0.68362
243.941,2.7345
243.98,0.68362
244.46,0.4883
244.691,1.709
244.951,1.4649
244.981,1.9532
244.98,0.9766
245.08,0.4883
245.1,0.4883
245.11,0.4883
245.25,0.24415
245.28,0.9766
245.3,0.4883
245.511,1.2208
245.551,1.7091
245.58,0.9766
245.601,1.2208
245.611,1.2208
245.611,1.9532
245.65,0.4883
245.661,1.9532
245.671,1.7091
245.691,1.9532
245.72,0.9766
245.74,0.9766
245.75,0.9766
245.81,0.73245
245.85,0.73245
245.861,1.4649
245.881,1.2208
245.9,0.4883
245.911,1.2208
245.931,2.6857
245.94,0.9766
245.94,0.73245
245.96,0.9766
245.98,0.73245
246.04,0.9766
246.08,0.9766
246.321,1.4649
246.47,0.9766
246.471,1.7091
246.52,0.73245
246.541,1.4649
246.561,1.9532
246.581,2.1974
246.61,0.73245
246.631,1.4649
246.451,1.0631
246.46,0.79736
246.471,1.0631
246.5,0.53157
246.531,1.0631
246.54,0.79736
246.55,0.79736
246.621,1.3289
246.65,0.53157
246.66,0.79736
246.681,1.0631
246.721,1.0631
246.821,1.3289
246.82,0.79736
246.83,0.53157
246.86,0.79736
246.89,0.53157
247.04,0.79736
247.321,1.0631
247.33,0.79736
247.35,0.53157
247.401,1.0631
247.401,1.5947
247.471,1.0631
247.49,0.53157
247.591,1.8605
247.621,1.4884
247.67,0.7442
247.681,1.1163
247.691,1.1163
248.091,1.2914
248.33,0.77484
248.35,0.51656
248.36,0.51656
248.37,0.77484
248.411,1.5497
248.43,0.77484
248.601,2.8411
248.64,0.77484
248.661,1.0331
248.66,0.77484
249.251,1.7045
249.261,1.2175
249.26,0.73052
249.281,1.461
249.351,1.7045
249.401,2.6786
249.411,1.948
249.502,3.8961
249.51,0.73052
249.531,2.4351
249.571,2.4351
249.581,1.2175
249.581,2.1915
249.601,1.948
249.631,1.948
249.751,2.4351
249.75,0.73052
249.761,2.4351
249.87,0.97402
249.921,2.1915
249.94,0.73052
249.95,0.73052
250.21,0.97402
251.771,1.461
251.781,2.6786
252.18,0.72659
252.2,0.72659
252.57,0.96878
253.28,0.48439
253.291,1.4532
253.301,1.4532
253.321,1.3563
253.351,1.6954
253.391,1.6954
253.391,1.3563
253.412,3.3907
253.461,2.7126
253.481,2.0344
253.921,1.9354
253.941,1.4515
253.96,0.96769
253.971,1.4515
253.991,1.6935
254.341,1.9354
254.391,1.9354
254.431,1.4515
254.521,2.4192
254.531,1.4515
254.55,0.96769
254.601,1.4515
254.621,1.6935
254.641,1.2096
254.661,2.4192
254.711,2.4192
254.731,1.4515
254.74,0.72577
254.741,1.2096
254.781,1.3548
254.791,1.3548
254.821,2.0321
254.852,3.0482
254.851,2.0321
254.861,1.6935
254.871,1.6935
254.891,1.6935
254.891,1.3548
254.911,1.3548
254.931,1.6935
254.942,4.0643
254.951,2.7095
255.021,1.692
255.031,1.974
255.05,0.56399
255.06,0.84598
255.081,1.692
255.14,0.84598
255.24,0.84598
255.291,1.41
255.321,1.128
255.391,1.974
255.411,2.538
255.46,0.56399
255.501,1.128
255.511,2.538
255.621,1.128
255.641,1.692
255.7,0.56399
255.82,0.84598
255.831,1.41
255.871,1.974
255.91,0.56399
256.11,0.84598
256.11,0.84598
256.131,1.128
256.181,1.128
256.351,1.137
256.51,0.85278
256.691,1.7056
256.721,1.137
256.751,1.4213
256.82,0.56852
256.93,0.56852
256.941,1.4213
256.991,2.8426
257.021,2.5583
257.171,1.1939
257.191,1.5919
257.581,2.8393
257.641,2.8393
257.871,1.7036
257.88,0.8518
257.92,0.8518
258.061,1.1357
258.231,1.9875
258.23,0.56787
258.25,0.56787
258.841,1.6858
258.9,0.56193
258.92,0.56193
258.961,1.1239
259.64,0.28097
259.71,0.56193
259.72,0.56193
259.72,0.56193
259.761,1.6858
259.77,0.8429
259.78,0.56193
259.831,1.9668
259.9,0.56193
259.92,0.56193
260.054,8.2604
260.1,0.78671
260.11,0.39335
260.12,0.39335
260.132,3.1468
260.14,0.78671
260.201,1.9726
260.211,1.1272
260.211,2.2544
260.221,1.1272
260.231,1.409
260.341,2.2544
260.351,2.2544
260.35,0.56359
260.381,1.6908
260.39,0.56359
260.412,3.0998
260.521,2.2544
260.521,2.5362
260.53,0.84539
260.541,1.9726
260.54,0.56359
260.551,1.9726
260.56,0.84539
260.561,1.1272
260.571,2.2544
260.58,0.2818
260.59,0.84539
260.59,0.84539
260.621,1.6908
260.631,1.9726
260.631,1.1272
260.661,1.9726
260.661,2.818
260.701,1.9726
260.71,0.56359
260.73,0.56359
260.74,0.56359
260.8,0.84539
260.84,0.84539
260.85,0.84539
260.871,1.1272
260.881,1.1272
260.891,1.409
260.901,1.1272
260.92,0.56359
260.932,4.2269
260.941,2.2544
260.96,0.56359
260.98,0.56359
260.991,1.1272
261.02,0.84539
261.042,3.0998
261.051,1.9726
261.09,0.84539
261.091,1.6908
261.13,0.2818
261.211,1.409
261.241,1.409
261.251,1.1272
261.251,1.409
261.271,2.818
261.281,1.409
261.291,2.2544
261.301,1.9726
261.31,0.84539
261.311,1.409
261.321,2.2544
261.331,1.6908
261.341,1.6908
261.371,1.1272
261.411,1.1272
261.421,1.409
261.44,0.78903
261.471,1.1835
261.511,1.1835
261.521,1.1835
261.531,1.9726
261.54,0.78903
261.55,0.78903
261.56,0.39451
261.571,1.1835
261.581,2.3671
261.64,0.78625
261.65,0.52417
261.65,0.78625
261.67,0.78625
261.68,0.52417
261.68,0.52417
261.73,0.78625
261.74,0.78625
261.771,1.0483
261.79,0.52417
261.8,0.52417
261.8,0.78625
261.81,0.52417
261.841,1.0483
261.851,2.0967
261.861,1.8346
261.891,1.0483
261.901,2.3588
261.92,0.52417
261.921,1.3104
262.071,1.0483
262.101,1.0483
262.111,1.5725
262.11,0.52417
262.121,1.0483
262.171,2.0967
262.191,1.8346
262.371,1.0483
263.162,4.5879
263.211,1.7842
263.26,0.76466
263.3,0.76466
263.332,3.3135
263.331,1.5293
263.391,1.5293
263.421,1.0195
263.501,1.7842
263.551,2.0391
263.561,2.294
263.602,3.0586
263.61,0.76466
263.64,0.76466
263.641,1.2744
263.671,1.0195
263.681,1.2744
263.712,3.3135
263.721,2.8037
263.781,2.0391
263.831,1.7842
264.131,2.8037
264.181,2.0391
264.211,1.0195
264.251,2.0391
264.301,1.0195
264.321,2.4979
264.341,2.141
264.361,1.4274
264.361,1.4274
264.392,3.9252
264.401,1.7842
264.432,3.2116
264.461,2.8547
264.461,1.4274
264.471,2.4979
264.481,2.141
264.491,1.0705
264.491,1.0705
264.65,0.58014
264.66,0.87022
264.67,0.87022
264.691,1.1603
264.711,1.4504
264.731,1.7404
264.751,1.1603
264.75,0.58014
264.8,0.58014
264.801,2.0305
264.841,1.4504
264.85,0.87022
264.86,0.58014
264.88,0.58014
264.89,0.87022
264.911,2.6106
264.911,2.3206
264.933,5.5114
264.992,4.3511
265.001,1.7404
265,0.87022
265.021,1.4504
265.051,1.4504
265.131,1.1603
265.33,0.29007
265.341,1.1603
265.46,0.87022
265.521,2.0305
265.551,1.7404
265.581,1.1603
265.6,0.87022
265.601,2.0305
265.631,2.0305
265.671,1.1603
265.701,2.3206
265.74,0.87022
265.752,3.4809
265.761,2.9007
265.77,0.87022
265.811,2.4366
265.841,2.4366
265.862,4.061
265.901,1.6244
265.361,1.892
265.41,0.81085
265.431,1.0811
265.461,2.4326
265.49,0.54057
265.501,1.0811
265.52,0.54057
265.531,1.0811
265.57,0.81085
265.601,2.4326
265.611,1.0811
265.621,2.7028
265.63,0.54057
265.651,1.892
265.661,1.3514
265.67,0.81085
265.671,1.6217
265.69,0.54057
265.691,1.892
265.7,0.54057
265.71,0.81085
265.731,2.7028
265.791,1.0811
265.821,1.6217
265.821,1.3514
265.83,0.54057
265.85,0.54057
265.851,1.6217
265.871,1.3514
265.881,1.3514
265.901,1.3514
265.901,1.6217
265.91,0.81085
265.921,1.0811
265.952,3.2434
265.96,0.54057
265.98,0.54057
265.981,1.0811
265.99,0.81085
266,0.27028
266.011,1.3514
266.02,0.54057
266.031,1.892
266.04,0.81085
266.081,1.0811
266.08,0.54057
266.121,1.6217
